User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,Game Mode,Min Number of Players,user_rating_class
29.3,1,28.63,1,1,7,0,56.2,2,3,0,0,5,1
31.1,1,36.68,4,0,6,1,42.4,0,1,1,1,3,1
24.8,3,43.58,1,1,8,1,13.6,0,1,2,0,6,0
35.8,1,57.08,3,0,0,0,29.0,3,2,2,1,2,2
21.8,3,34.58,4,0,6,0,20.3,0,3,1,0,2,0
43.1,3,52.87,0,1,0,0,56.4,3,2,3,1,5,2
44.3,1,58.71,1,1,4,1,46.0,0,3,3,1,7,2
21.8,2,36.53,0,0,8,0,12.9,1,1,0,1,6,0
16.4,0,27.94,2,1,9,1,9.2,3,0,1,0,5,0
38.2,3,39.29,4,0,3,0,57.2,0,0,0,1,3,2
29.7,0,29.34,2,0,8,1,46.1,2,0,2,1,3,1
26.9,3,42.49,1,1,5,1,21.6,3,0,0,0,5,1
13.7,0,23.2,4,0,3,1,13.1,2,1,1,0,7,0
44.7,3,57.48,4,1,1,1,47.8,2,1,0,0,3,2
29.0,2,36.46,0,0,2,0,32.4,1,1,3,0,5,1
40.3,1,58.95,3,0,1,0,40.2,3,3,2,0,10,2
23.1,3,23.73,1,0,6,1,34.4,2,1,2,1,8,0
36.0,3,45.47,0,0,7,1,41.3,0,2,3,1,10,2
24.0,1,30.92,2,1,1,0,32.6,3,1,0,0,5,0
37.8,3,41.48,4,0,7,0,58.6,2,3,3,0,3,2
20.6,3,33.63,2,0,2,1,16.8,2,2,1,0,2,0
39.4,3,54.84,4,0,5,0,34.1,3,0,3,1,10,2
19.9,0,21.57,4,0,5,0,28.5,1,2,2,1,8,0
34.6,3,49.28,1,0,0,1,33.6,2,3,1,1,10,1
24.1,1,25.49,1,0,4,1,33.1,2,3,2,1,7,0
23.7,2,23.38,2,0,6,0,36.4,0,0,2,1,10,0
22.2,2,36.85,0,1,5,1,13.7,1,2,0,1,6,0
21.8,1,34.99,0,0,3,0,8.5,0,3,3,1,3,0
46.3,0,55.79,3,1,4,1,58.3,0,3,0,0,1,2
38.6,0,41.5,2,0,0,0,53.9,2,3,1,0,1,2
44.7,1,59.2,1,1,4,0,50.5,1,3,1,1,10,2
18.3,1,21.8,4,1,2,1,29.4,3,3,2,1,5,0
29.1,0,37.31,2,0,3,0,30.3,3,2,0,0,4,1
36.7,0,52.23,3,1,7,0,34.7,0,1,3,1,4,2
18.0,2,30.9,0,1,1,0,14.9,3,2,3,0,8,0
40.0,2,55.62,4,1,2,1,34.7,2,2,2,0,1,2
33.3,0,33.46,2,1,0,0,57.9,0,3,3,0,4,1
21.6,2,33.8,4,1,2,0,21.6,1,1,1,1,1,0
24.3,2,30.41,3,1,6,0,33.5,3,3,3,1,7,0
25.0,3,28.56,0,1,4,1,30.3,0,1,3,1,1,1
36.2,2,59.3,3,0,9,0,22.7,2,3,3,0,3,2
18.0,3,27.42,2,0,8,1,15.8,0,0,1,0,6,0
31.5,1,27.08,4,1,7,0,55.1,1,3,2,1,10,1
33.5,0,53.89,1,0,8,0,19.2,0,0,3,0,3,1
32.8,1,27.65,4,1,1,0,59.8,1,3,0,1,8,1
23.6,1,36.24,2,0,7,1,21.5,2,2,2,1,4,0
43.5,3,52.84,1,0,3,1,59.1,3,0,1,1,7,2
33.0,2,35.68,2,1,2,1,56.0,0,0,1,0,2,1
41.8,3,50.23,0,1,7,1,59.5,0,0,1,1,5,2
41.8,2,48.84,1,0,9,1,51.4,3,0,3,1,8,2
26.7,1,23.17,1,0,1,1,45.8,2,2,1,1,8,1
32.5,3,51.23,3,0,2,0,24.9,2,3,1,1,5,1
25.5,1,40.3,4,0,7,1,12.0,3,3,0,1,4,1
19.4,3,37.02,4,1,6,0,8.6,0,3,0,1,8,0
43.0,0,56.84,0,0,3,0,48.2,3,3,2,1,10,2
40.3,0,52.08,2,0,4,0,42.9,2,1,0,1,3,2
21.0,1,21.72,4,0,0,0,28.9,2,3,2,0,7,0
40.6,3,49.93,1,0,4,0,54.5,1,1,0,1,8,2
25.9,2,40.71,1,0,4,0,23.5,0,3,1,1,6,1
38.4,0,53.18,0,0,2,1,39.6,1,2,1,1,6,2
25.5,0,34.94,0,0,7,1,20.6,1,3,1,0,1,1
40.4,0,55.75,2,1,2,0,40.0,1,1,3,0,4,2
25.8,0,36.05,1,0,3,0,25.3,3,1,1,0,3,1
30.5,2,47.23,0,1,2,1,23.2,3,1,2,0,7,1
35.6,2,38.66,1,0,1,1,56.5,0,1,0,1,5,2
35.1,3,39.94,4,0,2,1,51.5,3,3,3,1,10,2
34.5,2,45.55,0,0,3,1,42.4,1,0,1,0,3,1
39.9,2,46.44,1,0,6,0,59.0,0,1,0,1,5,2
26.9,2,50.06,3,1,3,0,10.1,0,1,3,1,6,1
24.5,2,22.86,0,0,1,1,45.7,0,2,3,0,6,0
28.7,0,38.15,2,1,6,1,31.5,3,3,2,1,3,1
24.2,3,39.12,1,1,6,0,21.3,3,2,3,0,7,0
32.9,3,33.96,3,1,0,1,53.6,0,1,0,1,7,1
14.9,1,27.8,2,1,8,1,7.7,2,3,1,0,10,0
30.0,3,45.51,1,0,0,0,19.7,3,1,3,1,8,1
18.9,1,25.53,1,0,8,0,14.8,2,1,0,0,1,0
45.5,2,56.08,1,1,1,1,52.5,3,1,3,0,8,2
36.5,0,49.09,0,0,8,1,34.5,2,2,2,0,8,2
17.9,3,32.59,4,0,5,1,11.5,3,3,2,0,7,0
17.5,3,21.45,2,1,5,0,27.2,0,2,0,0,1,0
25.9,2,36.39,2,1,5,1,20.4,1,3,3,0,8,1
32.9,1,38.73,4,0,1,0,41.5,2,3,3,0,3,1
23.4,2,37.44,1,1,3,0,16.1,1,2,1,0,6,0
43.0,3,58.24,3,1,1,0,52.5,3,0,1,0,3,2
36.2,2,40.83,3,0,0,0,46.6,3,0,1,1,8,2
41.1,3,53.41,3,1,0,1,53.9,2,0,0,0,10,2
37.5,0,42.86,1,1,0,1,57.3,3,3,0,0,5,2
21.3,1,38.42,1,0,7,1,8.7,1,1,1,0,5,0
36.5,2,49.0,3,1,7,0,34.5,1,2,1,1,1,2
23.8,3,33.91,0,1,7,0,18.0,0,2,0,1,3,0
42.7,0,57.9,3,0,7,0,51.7,1,3,1,0,2,2
43.0,3,50.56,4,1,6,1,54.9,0,1,1,0,3,2
17.4,1,23.45,0,1,0,1,18.4,0,3,3,1,7,0
21.1,3,25.85,0,1,9,0,23.7,0,0,2,1,3,0
26.5,1,24.18,0,1,1,0,46.5,1,2,3,0,6,1
21.7,1,22.91,0,0,1,0,28.7,0,0,1,0,5,0
23.8,0,42.56,3,1,8,1,8.3,2,1,1,1,10,0
42.8,3,51.45,2,1,7,0,59.1,1,2,1,0,6,2
39.0,0,59.6,4,1,8,1,33.3,0,1,3,0,1,2
26.4,2,21.58,3,0,0,1,46.8,0,0,3,1,8,1
22.4,3,21.39,2,1,2,0,38.7,2,0,1,0,6,0
30.8,2,40.29,3,1,2,1,32.8,3,2,1,0,4,1
35.9,0,34.43,0,1,6,0,58.9,1,1,2,1,2,2
19.9,3,39.5,1,1,4,0,5.7,0,3,3,0,3,0
33.5,0,31.2,0,0,6,1,53.7,3,3,3,0,7,1
26.2,3,45.32,1,0,0,1,6.2,1,2,1,0,2,1
23.3,0,40.6,1,0,6,0,15.6,0,0,2,1,5,0
28.4,2,50.24,0,1,2,0,13.4,3,3,2,0,10,1
41.4,2,45.01,3,0,7,0,58.5,2,2,0,1,5,2
15.8,2,23.21,4,1,0,0,18.8,3,3,0,1,7,0
32.4,2,40.84,4,0,2,0,39.8,3,2,2,1,8,1
21.7,1,21.51,1,0,3,1,43.0,1,0,1,0,2,0
37.6,2,58.09,1,1,1,0,22.9,0,0,1,1,6,2
14.4,1,21.06,3,0,1,1,13.6,1,1,1,1,10,0
38.4,0,55.98,2,0,3,1,34.7,1,3,3,0,6,2
35.2,3,51.37,2,1,4,1,38.3,3,3,0,1,1,2
35.3,3,43.82,0,1,8,0,49.2,1,1,0,0,8,2
41.4,0,52.03,2,0,4,1,56.9,1,2,1,0,2,2
42.5,1,54.38,1,0,3,0,50.7,0,3,2,1,8,2
36.4,3,51.95,0,1,1,0,30.9,0,1,1,1,10,2
45.7,0,59.16,4,0,9,1,51.9,3,1,3,0,3,2
38.2,3,56.77,1,1,1,1,34.4,3,0,1,0,5,2
27.2,2,24.33,1,0,6,1,56.4,1,2,3,0,7,1
38.9,1,58.25,0,0,9,0,28.2,3,3,2,0,2,2
39.5,2,57.87,2,1,2,1,36.9,3,2,3,0,8,2
29.7,3,39.46,3,1,7,0,35.6,3,3,3,1,8,1
18.9,2,30.0,1,1,4,1,13.4,3,3,3,1,6,0
26.7,2,24.88,3,1,0,1,51.1,1,2,2,1,5,1
41.9,1,52.7,2,1,7,0,55.0,1,1,0,0,3,2
38.9,1,52.08,0,1,9,1,37.4,3,2,2,0,5,2
27.4,0,25.91,4,0,5,1,48.1,2,3,0,0,8,1
34.0,3,58.9,0,1,2,1,20.7,1,1,1,0,5,1
37.1,0,57.77,4,0,4,1,33.7,2,1,1,1,3,2
26.5,2,33.48,2,1,9,1,31.8,1,3,3,1,5,1
28.1,0,32.47,4,1,4,0,37.8,0,2,1,0,6,1
37.0,3,56.59,0,1,4,1,31.8,3,0,3,0,8,2
30.6,3,54.22,3,1,3,0,16.8,2,1,1,0,8,1
29.8,1,48.21,0,0,2,0,20.5,1,0,2,1,6,1
41.4,3,46.19,0,0,8,0,54.4,2,3,0,1,1,2
23.4,0,30.72,1,1,9,0,31.9,1,0,1,0,5,0
17.9,3,26.38,3,0,8,0,18.6,1,3,2,1,4,0
42.5,3,59.65,1,0,4,1,39.8,3,3,2,0,2,2
37.6,2,37.54,3,0,8,1,59.3,1,3,3,0,4,2
43.9,1,57.13,1,0,3,0,53.1,2,2,3,0,1,2
40.8,0,50.14,4,1,2,1,58.2,2,1,3,1,8,2
41.7,3,51.46,1,1,5,1,50.6,1,1,3,0,6,2
27.5,0,36.87,3,1,7,1,24.8,1,3,3,0,4,1
16.8,2,26.9,4,0,8,1,16.3,1,1,1,0,2,0
29.1,0,29.32,0,0,5,0,52.8,1,2,0,0,10,1
38.2,3,47.9,0,0,6,1,51.3,3,0,1,1,5,2
34.8,1,52.16,2,1,4,0,31.6,0,0,1,0,6,1
31.1,0,31.85,1,1,4,1,44.2,1,3,3,1,10,1
40.1,0,45.82,2,0,2,0,53.8,2,2,0,0,7,2
43.9,0,51.07,3,1,4,0,59.8,0,2,0,0,7,2
20.7,1,21.87,4,1,9,1,36.5,3,0,2,1,10,0
23.3,0,26.43,1,1,6,0,36.3,1,1,0,0,5,0
22.9,3,29.86,0,0,1,1,27.7,3,2,3,0,4,0
29.8,1,31.98,4,1,6,1,51.0,0,2,1,0,5,1
28.4,1,52.21,2,1,9,0,8.7,2,1,2,1,5,1
24.2,0,38.94,2,1,5,0,21.0,1,0,0,1,1,0
34.5,0,58.83,1,0,6,1,17.5,1,3,2,1,7,1
27.4,0,42.91,2,1,1,0,15.2,3,0,2,1,3,1
22.8,1,32.61,2,1,3,0,15.9,0,0,1,0,5,0
24.9,0,24.4,1,1,0,1,44.5,2,0,0,0,3,0
21.4,2,30.49,3,1,3,1,22.5,1,2,1,1,10,0
19.4,2,21.08,3,1,0,0,23.9,1,1,2,1,7,0
31.9,3,44.45,4,1,1,1,36.0,1,3,3,0,4,1
38.1,0,58.82,0,1,3,1,27.5,0,3,2,1,1,2
25.9,3,22.58,4,0,4,0,53.9,2,2,3,1,1,1
31.0,3,56.14,0,0,7,1,13.4,1,0,3,0,6,1
22.7,1,26.74,2,1,8,0,35.5,3,2,1,1,10,0
40.0,3,52.59,2,0,8,0,40.0,1,3,3,1,10,2
30.7,3,47.51,3,1,1,1,25.8,2,0,1,0,6,1
37.4,0,42.37,1,1,0,1,56.2,0,2,0,0,7,2
33.1,1,56.91,4,0,8,0,18.2,2,2,2,0,8,1
28.1,0,45.54,2,1,3,0,23.4,0,2,2,0,1,1
36.2,2,43.23,2,1,3,1,46.8,0,1,1,1,4,2
17.9,1,26.81,2,1,4,0,18.8,2,2,1,1,1,0
26.5,1,44.38,2,1,6,0,10.2,3,0,2,0,5,1
42.3,0,48.49,1,0,3,0,57.3,0,0,0,0,5,2
39.2,0,59.06,1,1,8,1,36.0,2,1,0,0,7,2
43.0,2,50.53,4,1,9,1,55.6,0,0,0,0,5,2
27.5,2,50.27,0,1,6,1,8.7,2,2,2,0,1,1
33.8,3,35.15,1,0,7,1,56.6,3,0,2,0,7,1
37.0,2,52.42,4,0,2,1,39.6,2,3,3,1,2,2
17.2,3,28.85,3,1,3,1,12.6,3,2,0,0,4,0
22.6,1,20.48,3,0,1,0,39.7,0,3,3,1,2,0
14.9,0,26.24,2,1,3,1,5.5,0,1,1,1,4,0
21.3,1,23.08,2,0,8,1,31.2,0,3,3,1,2,0
35.5,3,46.67,2,1,1,1,45.8,2,2,3,0,3,2
36.7,2,58.68,3,1,7,1,21.8,1,0,0,1,10,2
35.0,1,49.94,1,0,0,0,37.4,3,2,3,0,6,2
29.6,0,45.17,3,0,8,0,20.2,3,1,3,0,7,1
25.9,1,22.62,3,0,0,0,51.2,3,2,0,1,3,1
21.8,3,36.0,3,1,8,0,9.2,3,3,3,0,10,0
35.1,1,54.98,3,0,9,1,21.7,0,1,2,1,1,2
24.0,2,36.31,3,1,7,1,18.2,3,0,2,1,4,0
32.5,0,57.29,3,0,4,0,9.1,3,3,2,1,2,1
39.3,2,43.86,0,0,8,1,54.5,1,3,1,1,7,2
27.5,0,22.21,0,1,1,0,50.3,0,1,3,1,6,1
33.5,0,57.11,2,1,2,0,18.2,1,3,0,0,10,1
14.8,3,24.52,3,1,3,0,14.5,3,1,1,0,8,0
13.0,1,21.61,1,1,7,1,9.6,3,0,0,1,5,0
24.7,2,48.71,3,0,7,0,5.5,3,0,0,1,4,0
20.8,0,26.6,4,0,8,1,30.2,3,2,3,1,4,0
30.9,2,33.81,2,1,1,0,50.7,1,3,2,1,7,1
39.7,3,48.6,0,1,3,0,48.6,0,1,3,1,10,2
41.7,2,58.11,2,1,2,1,46.2,2,0,1,1,4,2
34.4,0,42.81,0,0,3,0,40.5,2,0,0,1,5,1
20.2,3,29.75,3,0,7,0,18.3,1,0,0,0,3,0
17.4,0,23.78,3,1,9,0,18.1,1,1,3,0,8,0
16.0,0,26.11,3,0,7,1,16.4,2,1,2,1,2,0
45.3,3,55.79,1,0,2,0,53.6,1,2,2,1,6,2
30.1,2,48.7,2,1,2,0,14.7,1,0,1,0,4,1
27.6,0,41.27,3,0,4,1,21.6,1,0,3,0,3,1
36.1,2,42.14,2,0,4,1,48.4,2,3,2,0,8,2
38.7,2,58.47,3,1,8,0,34.7,2,2,1,1,10,2
19.4,3,32.88,3,0,0,1,8.5,3,3,3,0,1,0
24.4,3,21.51,0,0,2,1,48.2,2,0,3,0,3,0
24.0,1,45.66,3,1,8,0,8.6,1,1,1,1,1,0
19.0,0,30.0,0,0,7,0,18.6,0,2,3,0,2,0
37.6,3,56.84,2,0,8,0,34.5,0,2,3,0,8,2
35.6,1,42.0,3,0,2,0,46.5,0,2,3,0,10,2
29.9,2,39.65,2,0,3,1,35.1,3,1,3,0,8,1
20.5,2,41.22,1,0,1,0,5.8,2,1,3,0,5,0
16.1,2,26.7,3,0,5,0,7.5,1,2,0,1,2,0
32.0,2,55.78,2,0,0,1,19.9,0,2,2,0,1,1
24.4,2,32.31,3,1,3,1,30.3,3,1,2,0,4,0
34.1,2,39.96,3,0,0,0,40.3,1,0,3,0,8,1
34.4,2,46.17,1,1,9,1,34.2,1,0,0,0,5,1
21.4,3,22.09,4,1,2,0,39.0,3,1,1,0,6,0
31.8,2,56.58,2,0,5,1,16.6,3,0,2,0,3,1
16.0,0,20.72,2,1,9,1,17.8,3,2,1,1,5,0
14.5,2,20.47,2,1,5,0,19.8,1,2,1,1,3,0
28.5,3,40.87,0,1,4,1,20.8,1,3,0,1,3,1
24.6,0,43.58,3,1,7,0,13.8,2,3,0,0,10,0
19.4,0,33.42,3,0,6,0,14.4,1,0,0,1,2,0
28.5,3,30.06,1,1,3,1,50.4,2,0,3,1,7,1
18.2,0,25.99,4,0,9,1,20.9,1,2,3,1,4,0
28.0,3,46.07,0,0,0,1,11.8,0,2,2,1,5,1
37.5,3,50.98,2,0,3,0,40.1,2,2,2,1,4,2
36.4,1,51.06,1,0,4,1,34.2,1,1,2,1,3,2
42.3,1,48.21,0,1,9,0,56.0,1,3,2,0,2,2
27.4,3,37.04,4,1,9,1,32.2,1,0,3,1,5,1
38.6,3,56.6,3,0,2,1,39.4,0,2,0,0,5,2
30.7,0,39.46,0,1,5,0,31.1,0,0,3,1,7,1
32.7,2,57.89,3,0,7,0,17.0,2,0,1,1,6,1
31.3,0,49.44,0,0,3,0,21.6,1,2,0,1,8,1
16.2,0,27.09,1,0,1,0,14.4,1,0,0,0,6,0
40.3,1,57.55,4,1,8,1,37.2,3,2,1,0,4,2
26.3,1,27.43,0,1,3,1,42.8,2,1,3,0,8,1
28.8,3,35.33,1,0,3,1,36.9,3,0,0,1,6,1
17.5,0,28.89,2,1,3,0,13.5,0,3,2,0,2,0
34.2,1,46.92,0,0,2,1,40.2,0,3,1,0,6,1
31.1,1,58.59,4,0,5,1,11.1,0,2,0,0,3,1
25.3,1,35.48,2,0,3,0,29.1,0,2,0,1,4,1
22.5,3,29.99,3,1,7,1,29.7,2,0,3,0,1,0
39.6,2,58.86,0,0,6,1,36.7,2,1,3,1,1,2
37.6,1,51.66,2,0,0,0,37.1,2,2,2,0,2,2
21.0,2,36.57,0,0,2,1,13.9,1,3,0,1,5,0
18.5,0,32.15,2,0,6,0,5.6,1,0,1,1,5,0
24.6,2,25.12,2,0,0,0,40.7,1,3,3,0,2,0
19.9,2,30.49,4,1,7,1,14.3,3,3,2,1,8,0
36.5,0,59.46,3,0,2,1,22.5,0,2,2,1,5,2
36.3,3,41.66,3,0,3,0,55.0,1,0,3,1,10,2
35.7,1,57.09,3,1,0,0,26.6,1,0,1,0,1,2
28.9,1,40.78,0,1,8,0,29.8,1,0,0,1,6,1
38.5,1,46.21,0,1,7,0,52.9,3,2,1,1,8,2
28.6,0,25.0,0,1,4,0,56.4,2,3,3,0,5,1
19.0,3,26.29,1,1,1,1,19.6,0,1,2,1,4,0
46.2,1,59.22,0,1,8,0,53.7,2,0,0,1,3,2
35.5,3,35.72,3,1,0,0,52.8,3,1,0,0,6,2
25.4,3,40.83,1,0,4,1,22.0,2,1,1,0,1,1
24.7,3,40.83,2,1,3,1,18.9,0,3,3,0,6,0
39.1,0,50.49,1,1,4,1,49.2,0,3,2,1,7,2
24.7,2,23.57,0,0,0,1,40.1,1,1,1,1,8,0
36.0,1,40.23,2,0,0,1,55.7,1,1,2,1,7,2
19.8,1,27.96,4,1,6,0,17.4,2,0,2,1,10,0
37.6,0,43.97,4,1,5,1,46.3,0,2,3,0,8,2
23.9,3,35.79,4,1,2,1,17.4,0,3,3,1,7,0
43.4,3,55.11,3,0,9,0,51.9,3,1,3,1,10,2
25.8,2,34.83,1,1,9,1,24.5,3,3,1,1,1,1
38.0,3,57.98,0,1,8,0,25.6,2,0,3,1,6,2
22.8,0,28.24,1,0,0,1,33.7,0,2,0,1,7,0
39.9,3,58.63,1,0,5,1,30.8,1,3,3,0,8,2
41.8,1,58.1,2,1,8,1,46.2,1,2,2,1,2,2
23.9,3,40.54,4,0,6,0,16.0,3,0,0,1,1,0
24.3,0,31.81,1,0,4,0,32.3,1,0,3,1,8,0
25.4,3,34.99,3,1,7,0,20.0,3,2,1,1,7,1
30.1,1,24.93,4,0,3,0,57.2,0,2,0,0,1,1
30.0,2,34.93,2,1,5,0,44.6,0,0,3,0,10,1
38.7,0,49.86,3,1,0,0,51.9,0,1,3,0,8,2
21.1,1,34.91,1,1,1,0,13.6,0,0,1,0,6,0
23.4,3,31.99,2,0,6,1,21.1,1,1,0,1,7,0
34.4,0,49.78,0,0,3,0,27.3,1,1,2,0,10,1
37.8,3,54.43,1,1,2,0,39.3,3,3,3,1,3,2
43.1,3,55.45,3,0,4,1,55.2,3,1,3,1,1,2
19.9,2,25.2,2,1,3,0,26.5,1,0,1,0,8,0
32.3,2,38.34,3,1,4,1,46.5,0,0,3,0,6,1
19.1,0,25.44,2,1,4,0,20.2,0,0,3,0,7,0
28.6,1,46.51,4,0,6,0,12.0,3,1,2,0,4,1
23.5,0,33.9,1,0,2,1,28.1,1,0,0,1,1,0
35.8,1,48.81,3,0,3,1,34.2,1,2,2,0,7,2
33.2,0,30.49,4,1,4,1,59.5,2,3,2,1,6,1
37.3,0,43.76,3,1,7,0,57.2,1,3,2,0,2,2
18.5,1,29.94,2,1,8,0,6.0,0,0,2,0,3,0
41.9,0,52.57,4,1,6,1,50.3,2,2,1,0,7,2
45.4,0,59.68,2,0,4,0,52.7,0,0,1,0,7,2
38.1,2,49.65,1,1,0,0,40.3,0,0,2,0,7,2
34.4,0,43.07,0,1,9,0,46.3,1,1,2,0,1,1
26.6,0,27.65,2,0,6,0,47.0,3,2,3,0,7,1
32.3,3,31.21,4,1,3,1,49.9,0,3,1,1,2,1
19.6,3,23.54,3,0,5,1,24.7,1,2,0,1,1,0
29.8,2,55.64,0,0,4,0,8.8,1,2,3,1,3,1
43.8,3,54.1,3,0,3,1,58.1,1,2,2,0,10,2
16.7,0,30.52,0,1,9,1,8.2,2,2,0,0,8,0
32.3,0,44.59,1,0,0,0,33.6,2,0,0,1,6,1
40.6,2,59.13,0,1,6,1,41.1,1,3,1,1,7,2
19.4,1,20.29,1,0,5,0,30.3,2,1,2,1,7,0
37.2,3,44.03,1,0,6,0,53.1,1,2,2,0,6,2
35.2,1,56.1,3,0,1,1,29.7,0,3,3,1,3,2
22.2,0,31.92,0,1,6,0,21.6,3,2,1,0,3,0
46.2,2,54.62,1,1,5,0,59.9,3,1,0,1,10,2
38.3,1,47.03,3,1,9,1,52.9,1,2,3,1,1,2
19.4,3,29.16,0,0,9,1,10.1,0,2,2,0,7,0
37.4,3,38.57,3,0,5,0,59.3,0,3,0,1,3,2
39.8,0,59.31,2,0,4,1,38.8,2,2,3,0,4,2
24.3,2,41.4,0,1,8,0,6.6,0,3,0,1,8,0
36.4,3,57.18,1,0,8,1,25.7,1,1,3,0,1,2
40.4,3,49.44,3,0,6,0,50.1,2,2,1,1,7,2
28.6,1,37.38,0,1,3,1,30.3,2,0,1,0,1,1
20.5,3,37.13,4,0,0,1,9.1,3,3,3,1,4,0
24.8,0,21.97,1,0,8,0,40.3,1,1,0,1,7,0
13.8,3,22.42,3,1,7,0,9.3,1,3,2,1,1,0
26.1,1,26.2,4,1,4,1,38.1,0,3,1,1,1,1
26.4,1,28.08,2,1,2,1,45.3,2,3,3,1,4,1
32.9,1,30.37,1,1,5,1,56.5,0,3,3,0,6,1
41.7,0,53.38,2,1,0,0,51.1,3,0,1,1,6,2
43.8,2,54.88,2,1,6,1,56.4,3,0,2,1,8,2
27.7,1,39.04,4,1,6,1,32.3,2,3,1,1,3,1
23.2,1,23.79,2,1,6,1,43.1,3,2,1,0,7,0
36.0,3,54.96,1,0,2,0,34.8,0,3,0,1,1,2
33.5,2,50.71,3,1,3,1,33.2,3,1,0,1,3,1
38.5,3,45.2,1,0,7,0,52.2,1,0,2,1,6,2
36.6,1,37.19,2,0,5,0,55.6,3,0,1,0,8,2
38.2,0,51.71,1,1,2,0,43.4,2,0,3,1,2,2
19.0,1,28.38,3,0,1,0,15.6,1,2,3,1,2,0
42.5,1,53.22,1,1,4,0,59.3,2,2,3,1,3,2
30.1,0,39.16,3,1,6,1,31.1,3,1,2,1,1,1
26.2,3,33.24,3,0,0,1,26.2,0,1,1,1,2,1
36.4,1,48.48,1,0,4,0,45.7,3,3,1,1,8,2
44.1,0,57.81,1,0,4,0,46.7,1,0,0,1,7,2
38.6,0,56.34,2,0,5,0,29.4,2,0,2,1,3,2
44.9,0,55.13,2,0,9,0,51.2,2,1,3,1,3,2
30.2,2,21.15,2,0,0,0,58.8,1,2,0,0,5,1
22.5,1,20.78,0,0,9,1,41.7,0,1,1,0,6,0
25.5,1,41.56,0,0,8,1,20.0,1,1,1,0,6,1
41.6,0,53.11,3,1,6,0,44.3,2,3,0,1,4,2
20.8,3,32.74,4,0,5,0,17.3,0,2,1,0,1,0
36.6,1,35.59,3,1,4,0,58.2,3,1,3,0,3,2
41.9,0,48.25,3,0,2,0,58.0,3,1,0,0,3,2
20.8,1,28.06,4,0,6,1,16.9,0,2,1,1,1,0
23.1,0,20.47,3,0,9,1,43.8,3,1,0,0,2,0
29.9,3,45.5,1,0,5,1,22.5,0,3,2,0,7,1
30.9,3,54.07,3,1,4,0,14.6,1,1,0,0,7,1
17.9,2,22.4,3,0,2,1,27.8,3,1,3,1,10,0
35.2,1,47.56,4,1,7,0,44.8,3,2,3,1,2,2
14.3,1,21.82,4,1,4,1,5.1,1,0,2,1,2,0
35.4,2,47.55,2,0,6,1,39.0,1,1,1,0,3,2
35.6,0,59.79,4,0,4,0,25.1,3,2,1,0,6,2
28.9,2,52.31,0,0,3,0,8.6,0,1,0,0,5,1
41.9,1,50.46,0,1,1,1,52.8,2,1,0,1,1,2
43.2,0,56.47,4,1,9,0,47.9,2,2,3,1,2,2
43.5,3,54.37,1,0,5,0,54.6,1,3,1,1,6,2
43.7,1,53.04,2,0,7,1,52.2,3,1,0,0,2,2
37.7,3,39.19,0,1,2,0,55.4,0,3,1,0,10,2
44.6,2,55.51,1,0,1,0,56.4,0,1,3,1,1,2
37.4,1,41.08,4,0,4,0,50.2,1,2,2,1,2,2
24.0,2,37.55,1,0,0,1,11.9,1,2,2,0,10,0
38.9,1,44.69,2,1,6,0,55.0,1,1,1,1,6,2
29.0,1,33.64,2,1,8,0,43.3,2,1,3,0,6,1
28.4,0,27.69,4,1,9,1,53.1,0,3,3,1,6,1
25.0,2,45.56,1,1,4,0,8.3,2,3,3,1,2,1
24.3,2,23.68,1,1,4,0,44.3,2,1,0,0,8,0
27.4,2,29.91,2,0,5,0,40.1,2,0,3,0,1,1
31.5,0,33.17,3,1,6,0,43.5,2,1,1,0,5,1
36.7,0,55.7,2,1,4,0,36.0,0,0,2,0,3,2
26.1,3,38.05,4,0,3,1,19.3,3,0,0,0,7,1
32.9,3,41.02,1,0,3,0,43.6,0,0,2,1,10,1
23.1,2,22.46,0,1,8,1,36.1,3,1,1,1,6,0
20.9,2,25.75,2,0,7,1,30.9,2,2,0,1,1,0
24.9,0,42.27,2,0,0,1,14.9,3,0,2,0,10,0
32.0,2,36.65,3,0,6,0,43.6,2,0,3,0,3,1
34.7,0,40.96,1,0,9,1,50.5,3,3,2,0,7,1
27.4,0,33.05,2,0,9,0,38.2,2,3,2,1,1,1
38.2,2,48.24,2,1,8,0,46.7,1,0,0,1,3,2
42.1,2,59.49,2,0,4,0,44.8,2,3,3,0,1,2
38.3,0,56.75,4,1,8,1,31.2,3,2,0,1,2,2
37.8,0,42.18,2,1,5,1,56.8,3,3,1,0,7,2
34.7,2,39.75,0,0,2,1,53.0,1,2,0,1,1,1
35.4,1,39.98,1,0,5,0,46.4,0,0,0,0,7,2
24.0,2,26.94,2,0,2,1,39.4,0,1,3,0,5,0
35.3,0,36.0,4,1,3,0,55.9,0,3,0,0,1,2
24.9,2,42.78,2,0,6,0,17.2,2,1,1,1,10,0
29.3,2,27.66,3,0,5,1,57.5,0,3,1,0,7,1
22.9,0,32.31,1,0,4,1,26.2,3,2,3,1,1,0
22.4,0,39.92,3,1,5,1,6.5,3,0,0,0,10,0
36.7,0,56.2,2,1,8,0,32.1,1,1,0,0,5,2
35.8,1,48.54,4,0,8,1,45.0,2,2,0,1,5,2
